product_name,category,price,stock_quantity,description,prescription_required,brand_name,form,sku,image_url
Salbutamol 20mg Injection,Antidiabetics,4.39,286,Salbutamol 20mg Injection used for antidiabetics related conditions. Use as directed by physician.,True,MediCare,Injection,SKU-01403,https://example.com/product/1403.png
Amoxicillin 20mg Syrup,Antihypertensives,28.41,309,Amoxicillin 20mg Syrup used for antihypertensives related conditions. Use as directed by physician.,True,HealthPlus,Syrup,SKU-01404,https://example.com/product/1404.png
Cetirizine 400mg Syrup,Antihypertensives,2.7,335,Cetirizine 400mg Syrup used for antihypertensives related conditions. Use as directed by physician.,True,MediCare,Syrup,SKU-01405,https://example.com/product/1405.png
Metformin 500mg Capsule,Antihypertensives,36.35,348,Metformin 500mg Capsule used for antihypertensives related conditions. Use as directed by physician.,True,LifeLine,Capsule,SKU-01406,https://example.com/product/1406.png
Metformin 100mg Injection,Respiratory,29.13,48,Metformin 100mg Injection used for respiratory related conditions. Use as directed by physician.,False,MediCare,Injection,SKU-01407,https://example.com/product/1407.png
Vitamin D 10mg Injection,Antibiotics,46.4,222,Vitamin D 10mg Injection used for antibiotics related conditions. Use as directed by physician.,True,LifeLine,Injection,SKU-01408,https://example.com/product/1408.png
Metformin 20mg Syrup,Antihypertensives,20.81,27,Metformin 20mg Syrup used for antihypertensives related conditions. Use as directed by physician.,True,PharmaNova,Syrup,SKU-01409,https://example.com/product/1409.png
Ibuprofen 10mg Syrup,Antidiabetics,10.49,204,Ibuprofen 10mg Syrup used for antidiabetics related conditions. Use as directed by physician.,True,MediCare,Syrup,SKU-01410,https://example.com/product/1410.png
Atorvastatin 100mg Tablet,Analgesics,41.14,79,Atorvastatin 100mg Tablet used for analgesics related conditions. Use as directed by physician.,True,PharmaNova,Tablet,SKU-01411,https://example.com/product/1411.png
Atorvastatin 100mg Capsule,Respiratory,21.04,185,Atorvastatin 100mg Capsule used for respiratory related conditions. Use as directed by physician.,False,HealthPlus,Capsule,SKU-01412,https://example.com/product/1412.png
Ibuprofen 500mg Capsule,Antibiotics,46.58,205,Ibuprofen 500mg Capsule used for antibiotics related conditions. Use as directed by physician.,True,LifeLine,Capsule,SKU-01413,https://example.com/product/1413.png
Vitamin B12 200mg Injection,Antibiotics,30.3,119,Vitamin B12 200mg Injection used for antibiotics related conditions. Use as directed by physician.,True,HealthPlus,Injection,SKU-01414,https://example.com/product/1414.png
Amoxicillin 200mg Syrup,Antidiabetics,6.39,114,Amoxicillin 200mg Syrup used for antidiabetics related conditions. Use as directed by physician.,True,PharmaNova,Syrup,SKU-01415,https://example.com/product/1415.png
Omeprazole 10mg Syrup,Antidiabetics,5.21,341,Omeprazole 10mg Syrup used for antidiabetics related conditions. Use as directed by physician.,True,HealthPlus,Syrup,SKU-01416,https://example.com/product/1416.png
Amoxicillin 100mg Syrup,Respiratory,30.41,39,Amoxicillin 100mg Syrup used for respiratory related conditions. Use as directed by physician.,True,HealthPlus,Syrup,SKU-01417,https://example.com/product/1417.png
Ibuprofen 100mg Syrup,Antidiabetics,10.42,315,Ibuprofen 100mg Syrup used for antidiabetics related conditions. Use as directed by physician.,True,HealthPlus,Syrup,SKU-01418,https://example.com/product/1418.png
Omeprazole 100mg Tablet,Antidiabetics,23.18,91,Omeprazole 100mg Tablet used for antidiabetics related conditions. Use as directed by physician.,True,LifeLine,Tablet,SKU-01419,https://example.com/product/1419.png
Vitamin B12 400mg Capsule,Supplements,16.35,409,Vitamin B12 400mg Capsule used for supplements related conditions. Use as directed by physician.,False,MediCare,Capsule,SKU-01420,https://example.com/product/1420.png
Atorvastatin 20mg Capsule,Respiratory,14.04,351,Atorvastatin 20mg Capsule used for respiratory related conditions. Use as directed by physician.,False,LifeLine,Capsule,SKU-01421,https://example.com/product/1421.png
Salbutamol 400mg Capsule,Analgesics,16.85,224,Salbutamol 400mg Capsule used for analgesics related conditions. Use as directed by physician.,True,MediCare,Capsule,SKU-01422,https://example.com/product/1422.png
Vitamin D 10mg Capsule,Respiratory,33.65,234,Vitamin D 10mg Capsule used for respiratory related conditions. Use as directed by physician.,False,LifeLine,Capsule,SKU-01423,https://example.com/product/1423.png
Paracetamol 500mg Capsule,Antibiotics,41.54,97,Paracetamol 500mg Capsule used for antibiotics related conditions. Use as directed by physician.,True,HealthPlus,Capsule,SKU-01424,https://example.com/product/1424.png
Salbutamol 20mg Capsule,Antihypertensives,22.98,218,Salbutamol 20mg Capsule used for antihypertensives related conditions. Use as directed by physician.,True,HealthPlus,Capsule,SKU-01425,https://example.com/product/1425.png
Atorvastatin 400mg Tablet,Antihypertensives,14.21,370,Atorvastatin 400mg Tablet used for antihypertensives related conditions. Use as directed by physician.,True,HealthPlus,Tablet,SKU-01426,https://example.com/product/1426.png
Cetirizine 200mg Capsule,Antihypertensives,16.38,391,Cetirizine 200mg Capsule used for antihypertensives related conditions. Use as directed by physician.,True,MediCare,Capsule,SKU-01427,https://example.com/product/1427.png
Vitamin B12 500mg Syrup,Antihypertensives,40.26,51,Vitamin B12 500mg Syrup used for antihypertensives related conditions. Use as directed by physician.,True,HealthPlus,Syrup,SKU-01428,https://example.com/product/1428.png
Vitamin D 500mg Syrup,Antidiabetics,19.41,31,Vitamin D 500mg Syrup used for antidiabetics related conditions. Use as directed by physician.,True,PharmaNova,Syrup,SKU-01429,https://example.com/product/1429.png
Vitamin B12 100mg Tablet,Antihypertensives,39.93,275,Vitamin B12 100mg Tablet used for antihypertensives related conditions. Use as directed by physician.,True,LifeLine,Tablet,SKU-01430,https://example.com/product/1430.png
Cetirizine 200mg Injection,Antihypertensives,17.02,241,Cetirizine 200mg Injection used for antihypertensives related conditions. Use as directed by physician.,True,PharmaNova,Injection,SKU-01431,https://example.com/product/1431.png
Amoxicillin 200mg Injection,Supplements,48.46,225,Amoxicillin 200mg Injection used for supplements related conditions. Use as directed by physician.,True,LifeLine,Injection,SKU-01432,https://example.com/product/1432.png
Salbutamol 500mg Tablet,Respiratory,16.04,442,Salbutamol 500mg Tablet used for respiratory related conditions. Use as directed by physician.,False,LifeLine,Tablet,SKU-01433,https://example.com/product/1433.png
Amoxicillin 500mg Injection,Analgesics,7.77,113,Amoxicillin 500mg Injection used for analgesics related conditions. Use as directed by physician.,False,HealthPlus,Injection,SKU-01434,https://example.com/product/1434.png
Vitamin B12 200mg Tablet,Analgesics,48.1,195,Vitamin B12 200mg Tablet used for analgesics related conditions. Use as directed by physician.,False,MediCare,Tablet,SKU-01435,https://example.com/product/1435.png
Paracetamol 10mg Tablet,Antibiotics,25.08,436,Paracetamol 10mg Tablet used for antibiotics related conditions. Use as directed by physician.,True,MediCare,Tablet,SKU-01436,https://example.com/product/1436.png
Vitamin B12 100mg Syrup,Antihypertensives,24.69,281,Vitamin B12 100mg Syrup used for antihypertensives related conditions. Use as directed by physician.,True,LifeLine,Syrup,SKU-01437,https://example.com/product/1437.png
Vitamin D 10mg Capsule,Respiratory,43.78,113,Vitamin D 10mg Capsule used for respiratory related conditions. Use as directed by physician.,False,MediCare,Capsule,SKU-01438,https://example.com/product/1438.png
Ibuprofen 20mg Capsule,Analgesics,41.91,170,Ibuprofen 20mg Capsule used for analgesics related conditions. Use as directed by physician.,True,HealthPlus,Capsule,SKU-01439,https://example.com/product/1439.png
Salbutamol 400mg Syrup,Antibiotics,6.35,167,Salbutamol 400mg Syrup used for antibiotics related conditions. Use as directed by physician.,True,HealthPlus,Syrup,SKU-01440,https://example.com/product/1440.png
Amoxicillin 400mg Tablet,Antidiabetics,41.15,333,Amoxicillin 400mg Tablet used for antidiabetics related conditions. Use as directed by physician.,True,LifeLine,Tablet,SKU-01441,https://example.com/product/1441.png
Ibuprofen 100mg Injection,Analgesics,6.38,104,Ibuprofen 100mg Injection used for analgesics related conditions. Use as directed by physician.,False,HealthPlus,Injection,SKU-01442,https://example.com/product/1442.png
Vitamin B12 100mg Capsule,Respiratory,7.84,313,Vitamin B12 100mg Capsule used for respiratory related conditions. Use as directed by physician.,True,MediCare,Capsule,SKU-01443,https://example.com/product/1443.png
Vitamin B12 400mg Capsule,Respiratory,38.85,191,Vitamin B12 400mg Capsule used for respiratory related conditions. Use as directed by physician.,True,HealthPlus,Capsule,SKU-01444,https://example.com/product/1444.png
Amoxicillin 400mg Tablet,Supplements,32.34,118,Amoxicillin 400mg Tablet used for supplements related conditions. Use as directed by physician.,True,HealthPlus,Tablet,SKU-01445,https://example.com/product/1445.png
Vitamin B12 20mg Injection,Antidiabetics,12.66,103,Vitamin B12 20mg Injection used for antidiabetics related conditions. Use as directed by physician.,True,HealthPlus,Injection,SKU-01446,https://example.com/product/1446.png
Salbutamol 500mg Syrup,Antidiabetics,36.34,360,Salbutamol 500mg Syrup used for antidiabetics related conditions. Use as directed by physician.,True,HealthPlus,Syrup,SKU-01447,https://example.com/product/1447.png
Atorvastatin 20mg Capsule,Respiratory,8.97,421,Atorvastatin 20mg Capsule used for respiratory related conditions. Use as directed by physician.,True,PharmaNova,Capsule,SKU-01448,https://example.com/product/1448.png
Vitamin D 100mg Syrup,Supplements,49.89,294,Vitamin D 100mg Syrup used for supplements related conditions. Use as directed by physician.,True,MediCare,Syrup,SKU-01449,https://example.com/product/1449.png
Paracetamol 200mg Capsule,Respiratory,20.24,221,Paracetamol 200mg Capsule used for respiratory related conditions. Use as directed by physician.,False,LifeLine,Capsule,SKU-01450,https://example.com/product/1450.png
Metformin 10mg Injection,Antidiabetics,38.82,493,Metformin 10mg Injection used for antidiabetics related conditions. Use as directed by physician.,True,MediCare,Injection,SKU-01451,https://example.com/product/1451.png
Paracetamol 400mg Injection,Antihypertensives,49.77,368,Paracetamol 400mg Injection used for antihypertensives related conditions. Use as directed by physician.,True,MediCare,Injection,SKU-01452,https://example.com/product/1452.png
Omeprazole 200mg Tablet,Analgesics,14.5,449,Omeprazole 200mg Tablet used for analgesics related conditions. Use as directed by physician.,False,PharmaNova,Tablet,SKU-01453,https://example.com/product/1453.png
Vitamin D 500mg Capsule,Supplements,45.4,155,Vitamin D 500mg Capsule used for supplements related conditions. Use as directed by physician.,False,HealthPlus,Capsule,SKU-01454,https://example.com/product/1454.png
Amoxicillin 200mg Syrup,Antibiotics,46.6,347,Amoxicillin 200mg Syrup used for antibiotics related conditions. Use as directed by physician.,True,PharmaNova,Syrup,SKU-01455,https://example.com/product/1455.png
Metformin 20mg Tablet,Analgesics,20.52,355,Metformin 20mg Tablet used for analgesics related conditions. Use as directed by physician.,False,HealthPlus,Tablet,SKU-01456,https://example.com/product/1456.png
Cetirizine 100mg Syrup,Respiratory,16.1,145,Cetirizine 100mg Syrup used for respiratory related conditions. Use as directed by physician.,True,HealthPlus,Syrup,SKU-01457,https://example.com/product/1457.png
Salbutamol 20mg Tablet,Analgesics,19.94,438,Salbutamol 20mg Tablet used for analgesics related conditions. Use as directed by physician.,False,HealthPlus,Tablet,SKU-01458,https://example.com/product/1458.png
Salbutamol 500mg Injection,Analgesics,48.29,158,Salbutamol 500mg Injection used for analgesics related conditions. Use as directed by physician.,True,MediCare,Injection,SKU-01459,https://example.com/product/1459.png
Vitamin B12 200mg Capsule,Antidiabetics,25.33,358,Vitamin B12 200mg Capsule used for antidiabetics related conditions. Use as directed by physician.,True,PharmaNova,Capsule,SKU-01460,https://example.com/product/1460.png
Omeprazole 200mg Syrup,Antibiotics,34.07,412,Omeprazole 200mg Syrup used for antibiotics related conditions. Use as directed by physician.,True,PharmaNova,Syrup,SKU-01461,https://example.com/product/1461.png
Amoxicillin 200mg Tablet,Analgesics,35.7,105,Amoxicillin 200mg Tablet used for analgesics related conditions. Use as directed by physician.,True,HealthPlus,Tablet,SKU-01462,https://example.com/product/1462.png
Salbutamol 200mg Syrup,Antidiabetics,22.49,416,Salbutamol 200mg Syrup used for antidiabetics related conditions. Use as directed by physician.,True,LifeLine,Syrup,SKU-01463,https://example.com/product/1463.png
Vitamin B12 500mg Tablet,Analgesics,10.76,445,Vitamin B12 500mg Tablet used for analgesics related conditions. Use as directed by physician.,False,HealthPlus,Tablet,SKU-01464,https://example.com/product/1464.png
Salbutamol 100mg Capsule,Antibiotics,49.43,480,Salbutamol 100mg Capsule used for antibiotics related conditions. Use as directed by physician.,True,MediCare,Capsule,SKU-01465,https://example.com/product/1465.png
Vitamin B12 100mg Injection,Antihypertensives,4.54,188,Vitamin B12 100mg Injection used for antihypertensives related conditions. Use as directed by physician.,True,HealthPlus,Injection,SKU-01466,https://example.com/product/1466.png
Ibuprofen 400mg Tablet,Antihypertensives,39.38,261,Ibuprofen 400mg Tablet used for antihypertensives related conditions. Use as directed by physician.,True,MediCare,Tablet,SKU-01467,https://example.com/product/1467.png
Salbutamol 500mg Tablet,Antibiotics,17.5,385,Salbutamol 500mg Tablet used for antibiotics related conditions. Use as directed by physician.,True,MediCare,Tablet,SKU-01468,https://example.com/product/1468.png
